global,time,income_mountain_50bracket_shape_for_log
world,2032,"3540,18415,36697,59666,87400,122633,169667,243096,368379,597346,1047057,1933626,3555022,6630856,12942861,24715077,45468930,79905883,132905933,208909073,318694261,472920407,656287368,817629061,898695255,871830296,802570705,689708130,579755966,471522586,395471995,342054541,282743148,211881479,139524440,83457344,46117244,23581735,11716133,5633271,2624781,1368590,880351,599515,405554,273732,184451,124876,85782,60006"
world,2033,"3157,18128,36530,59197,86104,120893,167013,238746,360994,583368,1016039,1874402,3456411,6439066,12543347,24110511,44434946,78391376,130732320,205591892,312601273,463695220,647601195,813275793,905050781,882149585,816236565,704174949,594384829,485355182,406310950,348982242,287362183,215243190,142001278,84878574,46904051,24004643,11903918,5723384,2675540,1396107,896216,609330,412208,278536,188034,127593,87919,61676"
world,2034,"3025,17019,35861,58536,85476,120486,166726,238186,359812,581226,1013169,1871077,3449957,6420251,12504862,23981841,44039844,77478419,129109923,203251034,310708171,461014915,647632091,816943199,914302816,892748931,826164923,712735083,600997618,490299330,408643686,351954570,291678803,219854821,145555588,87132729,48035689,24564414,12164024,5838260,2730740,1424170,913381,620454,419957,284410,192478,130876,90314,63475"
world,2035,"2414,15445,34579,57364,83899,118754,164361,234078,351928,564912,976361,1797701,3321216,6169085,11992306,23178782,42710285,75626282,126574067,199901467,304505207,451415445,637244283,810992982,919698628,904684433,840036305,727769113,615442977,504265841,419760833,359443669,296813591,223520604,148212593,88646784,48861377,25010293,12354437,5924545,2780022,1451908,929611,630585,426891,289575,196424,133906,92659,65282"
world,2036,"2313,15288,34579,57459,83720,118352,163223,231291,345728,551062,943918,1731284,3208824,5961890,11565912,22501726,41598976,73996834,124189951,196682422,299576852,444414347,629648897,807847385,924980657,915491553,851393858,740074497,626503220,514543566,427320862,365735555,302300679,228053656,151906102,91489765,51000324,26299672,13087465,6309045,2964430,1520391,960335,651632,441417,299807,203642,138965,96199,67810"
world,2037,"2168,14190,33563,56418,82740,117503,162380,229829,342683,545268,933382,1712110,3171174,5886527,11432675,22263450,41119569,72981026,122264580,193433555,294526548,437495310,621970533,801538349,925062308,923714673,861985729,753615142,640014314,528584719,438884519,373527914,307819240,232258628,155073006,93340595,51972513,26793011,13317222,6416986,3021404,1547797,974980,660548,447507,304372,207200,141710,98353,69492"
world,2038,"1685,12816,32216,54720,80230,114467,158568,224329,333781,529036,900902,1648212,3058794,5672321,10989753,21523841,39974947,71548416,120505673,190985681,290046968,428986857,611952757,797182059,933010828,940580302,878467509,768786763,650326097,535639602,442190420,376553229,312092873,236912352,158802690,95738590,53226264,27437751,13620129,6545668,3086645,1582610,994577,672551,455016,309765,211174,144646,100505,71141"
world,2039,"1548,12554,33085,56168,81924,116495,160849,226450,335620,531023,902160,1645777,3047615,5636693,10888500,21309520,39481668,70582309,118809891,188267830,285100385,419972078,600220751,789020407,933408496,952519221,891361042,784131602,663500737,548884061,453355038,384310242,317459971,240726802,161420768,97250579,54056175,27864280,13824344,6647879,3141978,1610840,1009855,682362,462210,315119,215253,147767,102929,73004"
world,2040,"1134,11083,32510,56952,83711,119440,164951,231457,340755,533660,895470,1618310,2989618,5506024,10564660,20716685,38495859,69045504,116410822,184867902,279868893,411411388,589012184,781016728,931800255,962472087,902729529,799075802,677222433,562803710,465066734,392920595,323507308,245550583,165229694,99545597,55290156,28532609,14136631,6764306,3203708,1645119,1028436,693811,470170,321169,219858,151233,105471,74916"
world,2041,"1088,10812,33777,59802,87454,123597,169320,235448,343392,532205,882565,1579278,2912244,5350909,10205333,20040393,37405747,67383992,114097058,182293196,277348702,409475730,586658103,783014548,938069747,973393504,913396177,808787422,684578318,567570008,467064411,394877466,326659941,249191042,168872602,102530508,57551229,29878380,14923677,7183632,3406788,1721245,1061312,715753,484841,331249,226993,156354,109138,77581"
world,2042,"1032,9970,34109,61798,90451,126845,172463,237519,342733,526874,869620,1552680,2861702,5256355,10029677,19743760,36831899,66377536,112540650,179722431,272482939,400536383,574821004,772425224,934328144,982192600,925757029,824912629,698532979,581860642,479328472,403570560,332629953,253452726,171893514,104413085,58548129,30396042,15175339,7295571,3466362,1752765,1077565,725326,491400,336344,231019,159446,111461,79351"
world,2043,"717,8622,33445,63870,94444,131329,176976,240629,341586,516239,839858,1487979,2747858,5055933,9622339,19004089,35677856,64524421,109709028,175931360,267138907,392768323,564288554,764029277,931643649,991484276,937077544,839831841,711928680,594526230,489975110,412162679,339569004,258892927,175779395,106754399,59830291,31075275,15484738,7405184,3520151,1782427,1094193,735824,498018,341101,234605,162208,113661,81097"
world,2044,"670,8454,33250,64988,96495,133583,179166,242112,341092,511500,824347,1446316,2666193,4907002,9301647,18372411,34732463,63022284,107519223,173192142,263270674,386775777,557460229,758411649,931017386,1004197940,951538405,854662528,723614424,604159457,497021087,417021138,343062790,261538128,177821679,108021597,60539768,31451339,15695470,7518624,3579779,1814169,1110027,744723,503915,345573,238110,164932,115690,82658"
world,2045,"653,7670,32563,66184,99186,137357,183895,247402,346388,516111,828605,1451923,2674775,4918782,9318170,18397173,34698143,62903735,107235728,172326439,260611454,380439027,546432220,747259859,924783889,1010475745,962319377,867793621,736013555,616321653,507529075,424326322,348679682,266419883,181606915,110513241,61850694,32084626,16000694,7646038,3643491,1847050,1128772,755908,511333,351019,242259,168133,118141,84569"
world,2046,"624,6760,30111,65087,98943,137232,183553,245854,341464,504047,801267,1391613,2561404,4714399,8893631,17559616,33372367,60747563,104162106,168347942,255412828,372854756,535065165,736742824,921961320,1023569475,980632162,885860715,750684496,627322454,515356649,430087004,353060435,269567050,183838884,111861078,62591738,32517497,16236088,7748335,3696680,1879178,1147361,767043,518086,355825,245900,170900,120231,86152"
world,2047,"450,6347,29373,65851,100994,139719,186239,248114,342270,501347,789985,1357841,2490952,4587872,8618828,16972953,32468556,59249289,102176520,166200285,253520905,371614313,532966201,735047383,921100272,1024138063,984001396,892761481,760053704,637500223,525254902,438074658,358918152,273938949,186881049,113734074,63680689,33094151,16522873,7877340,3763557,1914581,1165336,776633,524442,360539,249532,173758,122465,87932"
world,2048,"420,6132,28043,66444,102895,142442,189444,251134,343522,498921,781873,1339672,2453645,4514063,8473521,16706280,31983229,58329667,100572503,163398165,248594648,363625875,520256850,720755510,911199590,1027463236,996272448,907244838,774558121,650089270,535884014,446352867,365732742,279995018,192261852,117677462,66527234,34798733,17492908,8384765,4015305,2015918,1208784,804248,543358,373513,258674,180232,127050,91194"
world,2049,"418,5605,25875,66230,104270,145075,193226,255746,348162,501353,776537,1313734,2392196,4394874,8196898,16079095,30936862,56532221,97862067,159479593,243624962,356696168,510559421,710822455,908768442,1038833350,1015158025,923776815,787970225,659762151,542492179,450661989,368634965,282403707,194439259,119223346,67299854,35204300,17706382,8473258,4057340,2039703,1222525,812187,548591,377457,261782,182711,129047,92783"
world,2050,"262,5281,24341,65020,103663,144671,192753,254715,345912,496524,764856,1281565,2321511,4267915,7930086,15490027,29971390,54788897,95223019,155698050,238653316,349729520,500266264,698031367,899359437,1039647545,1027096379,937935402,803873779,673715510,555397403,460682215,375780016,287527455,197843135,121292166,68463738,35815165,18007382,8606937,4123701,2075195,1241825,822836,555518,382437,265561,185680,131394,94631"
world,2051,"243,5107,23194,66057,106626,149259,198960,262339,354168,504337,771456,1285142,2319574,4257385,7894927,15393450,29777221,54339444,94322028,153831449,234943483,342997322,488677074,684691761,892897411,1045626562,1043637763,953587109,817833299,683733166,562717353,465666786,379972188,291033674,200579151,122980492,69434975,36329146,18290782,8748727,4199637,2116587,1264427,834909,562217,386849,268647,187856,132970,95840"
world,2052,"230,4992,21282,66103,108922,153173,204389,269056,361655,510826,772078,1268719,2269668,4154747,7658857,14827205,28775541,52599135,91689761,150112146,230423665,337640554,481498453,675672962,884919803,1042605689,1053954052,965656149,832452256,696775662,574885765,475093972,386197577,295185813,203366214,124820591,70468884,36847110,18561713,8861019,4247172,2141492,1278310,842662,567113,390370,271374,190049,134735,97295"
world,2053,"210,4271,19560,63609,106093,149832,200422,264058,355018,502111,761318,1253972,2245875,4115521,7587332,14680647,28501169,52040838,90806359,148876955,228476736,335021354,477883647,669492053,879502199,1038315874,1055712747,969659274,840300425,706017712,585357087,484770457,393893953,301162828,207776196,127724372,72057255,37697587,19009601,9061162,4336704,2190556,1305998,857177,576417,397134,276496,193948,137641,99475"
world,2054,"193,4165,18397,61507,103177,146085,195608,257877,346232,488290,737133,1207502,2159354,3979655,7346326,14166402,27675853,50744288,89019043,146194267,224925182,329066681,467677827,657158461,871363288,1041579537,1071052556,985929787,855602032,716680558,592817495,489290837,397422191,304401277,210524305,129408095,73036293,38204427,19276629,9197501,4413474,2230688,1327683,869013,583287,401724,279772,196382,139493,100958"
world,2055,"194,4139,16305,55758,94763,134905,181455,240177,323601,457886,693218,1139577,2053369,3826408,7090885,13629939,26712756,49151663,86519939,142366382,220038212,322916128,458863592,644220733,859440420,1036401771,1081646456,999159221,870980219,729146312,603967902,498820077,404121591,309126837,214347952,132530335,75441367,39797577,20199543,9706414,4662105,2334700,1370173,893373,600331,413324,287959,202353,143873,104190"
world,2056,"178,3733,15785,53218,90228,128345,172661,228314,307374,435790,663673,1099520,1996401,3747319,6972844,13413177,26326753,48320954,84912061,139400987,215085767,315779658,448782666,631386331,848988615,1034953860,1095562725,1015709445,886989811,741401672,613200989,505036578,408540420,312450972,216966850,134330268,76393932,40288865,20450768,9829889,4717854,2363704,1386912,902245,605762,417423,291322,205033,145973,105790"
world,2057,"159,3358,14047,50750,87989,125868,169675,224355,301173,424917,643069,1057562,1909120,3592019,6696468,12833151,25282726,46722454,82658748,136495915,211799202,311065719,440873374,618369338,835007706,1026190581,1103232167,1028801008,902978951,755049273,625150071,514339679,415615438,318080908,221015180,136922018,77931400,41087974,20881376,10021020,4812180,2416562,1417430,919580,616210,424515,296331,208734,148758,107951"
world,2058,"144,3296,12371,47102,83354,120043,162304,214926,288302,405849,612809,1005807,1815096,3435581,6434334,12313582,24327657,45258497,80441205,133464958,208401242,307570746,438255282,614424913,833438432,1028580019,1111141779,1036975891,910253292,761515500,630687494,518841639,419517111,321263782,223645578,138655505,78938412,41625264,21176715,10188974,4905961,2467968,1445365,933725,624449,430289,300690,212096,151317,109904"
world,2059,"134,3252,11482,43014,76794,111177,151076,201014,270874,383427,583012,965386,1758004,3346377,6280260,12036564,23834315,44353062,78864066,130666532,203805889,300685953,428862092,602039159,820193075,1021505099,1119048293,1051349269,925531698,774537559,642308255,528207644,426187053,325902526,226926434,140833009,80117805,42227499,21471036,10319766,4953847,2492389,1458601,941524,629440,433813,303374,214258,153098,111354"
world,2060,"120,2957,10589,41964,76015,109724,148451,196199,262109,368031,556679,918201,1665760,3183966,6009064,11508025,22847472,42931498,76797147,127919642,200435639,296337501,421893005,592411219,809726478,1015233244,1124689328,1064751325,941043772,788354979,652734663,535600533,430960830,328833694,228814543,142105277,80804920,42620601,21699182,10440606,5015209,2527390,1478632,950727,634039,436851,305588,215957,154466,112506"
world,2061,"116,2642,9575,36526,68070,99109,134830,179056,240183,338600,514859,853239,1552568,2986400,5669720,10875791,21690879,41225216,74285992,124793547,196856682,291633931,415100313,580647531,794803230,1004108026,1126829375,1076565174,955132181,802540285,665455449,546503684,439909425,335185230,232948668,144574912,82241399,43418559,22150612,10665345,5114644,2583067,1511362,969449,644952,444475,311267,220225,157663,114853"
world,2062,"105,2585,9280,32905,63321,92928,126969,169202,227578,321427,490608,819077,1501877,2901936,5518287,10594343,21171143,40308969,72747162,122365719,193157784,286307509,408082679,570452831,782802407,998674737,1134143453,1092526634,969439654,814467728,673734450,551517350,443372049,338393213,235944631,146624953,83403089,43948725,22386333,10775430,5172881,2610892,1524680,977271,649968,448049,313926,222340,159404,116302"
world,2063,"89,2549,8920,31304,61171,90097,123158,164075,220525,311188,474119,787874,1434379,2771570,5289093,10135801,20253642,38937712,70634028,119423256,189361429,281766469,403107653,564211263,775602253,993990088,1134232436,1099190980,978530586,824320034,683646843,560949386,450612419,343487128,239283740,148826183,84633790,44622366,22752488,10968186,5255424,2657012,1551729,992249,659497,454738,318841,226066,162257,118540"
world,2064,"73,2296,8519,28229,58322,87015,119630,159773,214573,301679,456917,753868,1361079,2621883,5009363,9582932,19140566,37135020,67734802,115493457,184170089,275305114,394659908,551844221,760589214,985796631,1139853279,1117571359,996461875,840093095,694730640,568228699,455991622,347341861,241862918,150430396,85497078,45076828,23001219,11087080,5306089,2683440,1568249,1003009,665958,459552,322754,229232,164810,120544"
world,2065,"59,2263,8296,24569,52048,78485,108494,145806,197003,278571,425808,711459,1300189,2525386,4847136,9302386,18671212,36417325,66607256,113870954,181743855,271372061,388705768,541782152,745302905,972045524,1134976024,1127408259,1008669600,853162736,705890606,578971860,464378521,353095095,246107612,153600066,87889411,46715042,23949910,11640718,5587650,2807858,1620857,1032931,684871,472145,331654,235712,169656,124171"
world,2066,"59,2001,7912,22210,49394,75698,105236,141712,191281,268994,407948,676297,1227008,2383734,4600962,8837634,17726426,34899833,64143854,110487219,176970496,264950344,379740729,528384901,728554927,960222350,1136432435,1146102568,1028792557,870940322,717554640,586150576,469131340,356778809,249467619,155980923,89266025,47438511,24316549,11829050,5691074,2863417,1650341,1048659,693175,477408,334847,237523,170525,124484"
world,2067,"46,1963,7810,21444,48085,73955,102818,138416,186804,262673,397713,655774,1180756,2289528,4435813,8510255,17017404,33730381,62300377,108069351,173973090,262417107,378317618,529319804,729539047,960547049,1132447858,1144653310,1028892117,873890882,723498713,593249545,475593786,362147765,253557568,158855496,90982756,48332805,24782179,12071282,5796405,2917465,1679901,1065795,703469,484427,340007,241413,173499,126718"
world,2068,"36,1757,7407,19475,45629,71656,100454,135987,183870,257899,389019,640460,1153251,2234991,4326145,8296077,16618078,33062145,61165569,106462343,171919387,259812218,375126050,522363358,717497232,946356230,1127246731,1153110578,1041825396,888102163,734101838,600922184,481460866,366386898,256360542,160703908,92028011,48937873,25135278,12258383,5889597,2969646,1711479,1085333,714167,491543,345014,245154,176356,128958"
world,2069,"27,1733,7424,18310,44191,70609,99485,134833,182109,254206,380198,618545,1101687,2123701,4118385,7882604,15733815,31510759,58588551,102793517,166843735,253321479,366532648,510744266,702035238,931872737,1121682826,1164950689,1058044274,905498306,748667467,613090396,490763099,372378722,260182422,162899778,93292026,49627116,25498167,12445398,5972242,3011106,1734164,1097775,722058,497127,349160,248372,178867,130946"
world,2070,"27,1715,7376,17166,42709,69481,98372,133665,180521,250819,371752,597536,1051913,2016155,3924864,7520830,14966096,30166245,56462663,99803171,162721360,248330488,360034666,501858139,689173127,918401122,1116243614,1176146820,1074528942,921516774,761512108,622277166,496941091,376418869,262911982,164618982,94261229,50135020,25776564,12607060,6068686,3064578,1762664,1114359,731151,503601,354078,252226,181892,133308"
world,2071,"18,1471,7158,17067,42724,69874,98752,133737,179891,248971,367413,586505,1021539,1941898,3784286,7252238,14364118,29050580,54734208,97189359,158938116,243861251,354603125,496113811,681083328,910551051,1111510805,1180017116,1082847656,931473111,771037031,631356067,504846900,382078580,266846060,167091531,95682343,50945519,26210658,12839621,6177548,3120034,1793515,1131841,740412,509813,358468,255488,184368,135253"
world,2072,"11,1446,7216,16229,41437,68979,98086,133251,179392,247528,363183,576668,1002917,1905021,3704052,7076710,13990297,28293622,53285785,94702142,154921707,237739919,346117109,485642966,667792034,897551891,1107693828,1191065096,1099594492,946465191,782635547,639450021,510859785,386646429,269860625,169163748,96926270,51598897,26544030,13002816,6253048,3158008,1815396,1145131,747732,514487,361800,258023,186375,136864"
world,2073,"5,1259,7143,15613,40313,67909,96931,131713,177057,243358,354671,558141,960508,1809696,3524304,6739053,13256083,26871647,50979936,91281871,150362992,232396577,339202003,476453611,655379633,881337571,1094747443,1192436622,1112116722,963453800,798470745,652819562,521204374,394022085,275273411,172673765,99031260,52713276,27137057,13310146,6397088,3230370,1855838,1169244,760582,522739,367439,262060,189387,139174"
world,2074,"5,1248,6955,14754,38193,66444,95611,130295,175106,239679,346565,539380,918650,1719011,3359400,6447704,12643763,25667993,49086942,88363643,146434676,227996568,335470223,474960557,654233570,879548938,1096258773,1196920687,1119673770,969327558,803720663,656839169,524265873,396240961,276780966,173627626,99572138,52997239,27281901,13392750,6446795,3256428,1870444,1177846,766211,526982,370846,264870,191662,140972"
world,2075,"0,1225,6883,14560,35865,64602,93703,128114,172335,235475,338406,522225,880819,1634461,3195099,6144787,12010800,24393819,47127982,85525835,143146202,224447046,330330277,465863018,639498889,861810706,1086343925,1202453163,1136243513,986009576,817453126,667243762,531845224,401287588,280161278,175687616,100711720,53597583,27596026,13562446,6544442,3310983,1898577,1193157,774302,532102,374510,267651,193845,142696"
world,2076,"0,1003,6609,14285,35429,64409,93635,127941,171692,233860,334979,515347,867238,1606804,3138716,6029606,11762692,23873205,46073357,83463954,139244172,217978174,320997764,454598671,625178619,846129515,1076169266,1205620415,1149695211,1001418410,831014903,677456214,540170167,407806584,285272053,179602815,103524336,55513775,28666220,14175236,6842018,3432155,1946195,1220564,792276,543827,382713,273562,198200,145960"
world,2077,"0,996,6479,14174,34001,64014,93879,128599,172492,234154,332755,506773,842353,1541411,3002067,5777217,11221027,22740395,44245293,80491228,135175323,212748699,314868721,448396779,619566175,839280393,1073403401,1208634902,1159857024,1011377421,839272203,683693676,545054456,411709648,288198707,181587520,104730321,56158919,29005388,14353642,6941956,3492604,1980674,1240626,803389,551087,388278,278221,202278,149576"
world,2078,"0,975,6517,14180,32470,63310,93807,128899,172992,234136,330310,497350,816212,1476553,2868305,5532423,10699460,21603287,42321641,77294809,130765999,206834804,307649627,439631066,608479088,825528164,1061721901,1206448177,1170949139,1026274532,854401154,696449458,555340894,418916884,292652500,184128921,106110793,56863905,29362272,14527588,7014664,3520658,1996373,1249459,809261,556628,393040,282255,205626,152294"
world,2079,"0,821,6159,13607,29811,59920,89876,124109,167071,226531,319006,478256,778733,1395232,2703975,5233648,10096302,20353288,40251390,73959171,126277038,200931211,300798224,431307757,597539865,811422178,1051736573,1207090806,1185830200,1041823859,868341652,706988604,563249519,424020807,295859380,186135467,107214027,57454082,29696388,14704726,7110034,3573566,2026919,1267203,818191,561929,396738,285015,207833,154102"
world,2080,"0,805,5945,13159,27972,57883,87830,121719,164195,222646,312909,467536,760689,1363356,2638664,5098782,9821015,19800141,39207242,72097192,123589400,197548302,296498134,426873498,592293050,803600671,1045135111,1206473902,1193673297,1052174257,877494701,712949495,566666928,426735799,298185072,187823998,108299820,58009011,29947808,14844995,7195346,3620344,2048890,1278696,824965,566392,399818,287314,209642,155559"
world,2081,"0,787,5891,12952,27413,57091,86955,120398,162011,218835,305753,454492,735003,1308297,2525458,4891514,9387544,18816871,37459505,69131483,119226979,191258627,288882599,417543718,579768866,786370507,1029666750,1201323216,1204200532,1067338207,892957413,726553285,578482549,435769301,304233485,191528724,110372274,59164247,30575193,15184674,7359339,3698311,2093893,1308934,845110,580307,409612,294196,214556,159146"
world,2082,"0,603,5696,13176,26786,55986,85930,119129,160325,216508,302098,447137,715937,1259100,2415016,4684819,8968125,17881153,35775167,66430827,115382265,185656240,281686118,407822751,567625056,771470479,1015894007,1199341078,1219018740,1086057422,909518134,737286706,585521071,440637371,307268827,193337286,111364107,59699385,30836575,15314816,7430149,3734920,2113718,1319855,852389,585458,413371,297012,216738,160907"
world,2083,"0,589,5697,13251,25795,54472,84683,117708,158460,213561,296165,435015,690589,1206491,2307078,4491338,8597104,17070223,34287841,63954806,111687536,180429352,275816158,402035219,563025994,768074657,1013037304,1197601428,1219410720,1090359053,915850663,744704404,592999470,446534294,311350977,195936862,112947669,60595730,31355283,15604701,7578326,3805699,2154929,1344368,866718,594370,419535,301490,220141,163551"
world,2084,"0,584,5487,12694,24130,52376,83052,116307,157138,211931,293230,428677,677478,1181377,2256285,4387512,8385896,16625115,33421086,62359431,109070054,176234730,269254232,392346450,549925565,750356906,995477755,1191936983,1231658014,1109209895,933673332,757461346,601606796,452090949,314524258,197735395,113920353,61111106,31607585,15726815,7647295,3843189,2175499,1355963,874041,599364,423085,304160,222216,165240"
world,2085,"0,458,5117,11571,21622,49094,80038,113222,153622,207160,285402,414698,650424,1126242,2140832,4172717,7981447,15744098,31753105,59621304,104953674,170510513,262231314,383085051,538244211,736501435,982391759,1188530640,1242554124,1125364249,948758767,768704438,610014234,457660152,318014430,199927196,115142706,61755738,31972288,15925245,7752180,3903186,2209340,1375271,883266,604070,426282,306480,224033,166720"
world,2086,"0,449,5115,11286,20604,46938,76926,109023,148178,200173,276196,401770,629529,1086660,2055317,4007084,7660356,15014845,30298414,57331660,101496312,165565408,256130240,375713490,530505317,726723948,970561023,1182493524,1245195362,1136140037,960404154,779231004,618903236,464717104,322723156,202848556,116808886,62692503,32477131,16200458,7886822,3959395,2242485,1395949,896090,612671,432486,311107,227540,169392"
world,2087,"0,445,4979,10876,19387,44007,74109,105773,144277,195046,268353,388132,602603,1030592,1937672,3785758,7252701,14164586,28627048,54638692,97440739,159966647,248840193,366070505,518221760,714178750,958689763,1178605533,1252425817,1150632147,974502134,790182173,627182511,471163535,327344216,205893481,118520487,63603808,32935221,16432648,8019159,4032668,2278764,1414701,906585,618438,436370,313889,229616,171023"
world,2088,"0,437,4844,10599,18889,41151,70782,101494,138840,188220,259553,375735,582835,995553,1874363,3674363,7059612,13806707,27973793,53471177,95568489,156937904,243728561,359476969,511927135,707387748,950847789,1176924840,1257389960,1161282066,983973427,796126752,630638168,473446353,328879605,206875557,119143759,63932651,33096374,16515744,8063805,4057244,2291845,1421891,911599,622222,439269,316189,231550,172656"
world,2089,"0,281,4653,10288,18280,38316,68072,98415,135049,183265,252346,363963,560977,950845,1776461,3480096,6692243,13019553,26341924,50791151,91417960,151319565,236463924,350179849,500291770,692548157,931585726,1163655481,1257880324,1175313428,1001609622,812808418,644980180,484043033,335527503,210765693,121302445,65138794,33761748,16881023,8258139,4151380,2344247,1451098,929399,632861,446668,321536,235563,175731"
world,2090,"0,278,4534,9957,17512,35588,65135,95014,130865,177914,245307,353830,543837,916224,1696727,3315171,6383806,12363281,24956691,48497929,87822275,146703291,231083805,343940907,491874678,680387043,915941671,1154185821,1261334721,1190071621,1017090216,824717600,652923009,489651930,339103059,213037885,122587373,65793918,34093166,17035730,8333906,4192251,2366096,1464709,938255,639255,451475,325232,238497,178079"
world,2091,"0,277,4441,9589,16808,33141,62395,92021,127119,172772,237191,339179,515374,859392,1583552,3107035,6020109,11640165,23481265,46090762,84015150,141477676,223718770,334762981,481583826,672120008,911759264,1154721381,1266199102,1198353208,1025010941,831126586,657800257,493536595,342698357,216150686,125013030,67574506,35120207,17655969,8671235,4352183,2434476,1499851,958622,650457,459188,330701,242454,180991"
world,2092,"0,274,4144,8993,15479,30812,59227,87996,121924,166028,228151,326417,495099,823107,1509902,2961511,5756674,11094949,22278886,44014123,80590438,136656291,216879935,325826286,469844591,656878666,891968845,1140254080,1265848820,1212732365,1042643863,847370541,670582150,503277793,349055211,220097475,127145038,68669158,35703356,17954136,8806336,4408827,2465687,1519468,969835,657151,463742,333996,244930,182887"
world,2093,"0,274,4060,8701,15056,28870,56923,85696,119116,162201,222436,316409,475172,781097,1422140,2791439,5455260,10502670,21024056,41812135,76976491,131602251,209921824,317536862,460824119,647988723,881953485,1134366760,1268528344,1224759228,1056369480,857898323,677311432,507745498,351951958,221881238,128188318,69243475,36011311,18107213,8888777,4453054,2488212,1532458,978442,663190,468113,337211,247381,184839"
world,2094,"0,269,4011,8450,14528,27535,55991,85597,119683,163288,223393,315477,470103,767705,1394184,2737216,5354511,10317472,20685744,41182707,75788790,129619115,206609731,312237865,453165045,637370326,869226764,1122898330,1264283964,1230713175,1066377764,868498669,686119721,514681228,356743682,224941716,129892622,70137618,36477724,18354799,9024486,4532033,2532200,1556442,992674,671234,473680,341323,250547,187324"
world,2095,"0,266,3980,8199,13901,25537,53175,82444,115926,158590,217201,306563,454814,735464,1322166,2589545,5087554,9799962,19587589,39210552,72586032,124982830,199629995,302679140,440182605,620503386,847601541,1104340800,1262289109,1246477488,1087807999,887861684,700475397,524649358,362768800,228256586,131590760,71026793,36945266,18589231,9139781,4586232,2561310,1572472,1003941,679900,479906,345920,254044,190067"
world,2096,"0,265,3936,7856,13026,23336,50086,79217,112236,154198,211518,297753,439620,704313,1253764,2442853,4810961,9257088,18409332,37014207,69052826,120105409,193240036,295308003,431702041,612854955,840155807,1099906502,1263850840,1253351651,1097120573,895878226,707158067,530063318,366509322,230602282,132948896,71780177,37360562,18818995,9272086,4662749,2603736,1595820,1017219,687188,484871,349599,256871,192277"
world,2097,"0,138,3745,7586,12529,22037,48000,77011,109676,150913,206745,289916,425188,674698,1191047,2314954,4580824,8822029,17453904,35165675,66025635,115519912,186425830,286389976,420336250,599130709,825485185,1088378720,1263975691,1266638589,1113587883,910585419,717388207,536771736,370433140,232762007,134073558,72351056,37639526,18953394,9332561,4696446,2622485,1606772,1024012,691886,488252,352138,258880,193894"
world,2098,"0,137,3753,7711,12636,21636,45934,75020,107388,148123,203276,284776,415345,652100,1139026,2201335,4363340,8395937,16501792,33279179,62983514,111063889,180837777,280533561,414450859,593978320,821412767,1084007274,1263197483,1270009883,1120593155,916872192,721941091,540708133,373693776,235032891,135524260,73099926,38003552,19127079,9412795,4737020,2640942,1616323,1030423,697715,492692,355418,261421,195963"
world,2099,"0,136,3715,7614,12383,21038,44928,73729,105672,145742,199723,278780,405216,634037,1105792,2138008,4240315,8157745,16021748,32340054,61218464,107808937,175320590,271611388,401592066,577148337,801937664,1065804789,1258549075,1279771090,1137739663,933242960,734378840,550840043,380866116,239631151,138127612,74543412,38786265,19552536,9630267,4840730,2697237,1648503,1048676,707372,498944,359814,264647,198395"
world,2100,"0,134,3457,7575,12306,20709,42658,71839,103653,143494,197062,274944,397710,616027,1062348,2037061,4042281,7785791,15213547,30642744,58398844,103453521,169417987,264118678,392693652,567660457,791240115,1054875562,1256694050,1286330116,1150788422,945352950,742654517,556412508,384620452,242100768,139632228,75319807,39199112,19751218,9722217,4887055,2720713,1663832,1058889,713744,502994,362354,266429,199792"
